host_response_rate,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,property_type,room_type,accommodates,price,number_of_reviews,review_scores_rating,Prices per Person,,,number_of_reviews
,,,"Athina, Greece",37.98544,23.74331,Entire apartment,Entire home/apt,4,60,,90,15,,,2
100,100,t,"Athina, Greece",37.9801,23.73691,Entire apartment,Entire home/apt,2,36,211,98,18,,,211
25,100,f,,37.96694,23.7453,Entire apartment,Entire home/apt,3,48,75,97,16,,,75
,,f,"Athens, Greece",37.96773,23.74977,Private room in apartment,Private room,2,35,,100,17.5,,,5
,,f,,38.00335,23.72386,Entire house,Entire home/apt,4,79,,,19.75,,,0
,,f,"Athina, Greece",37.97638,23.72384,Private room in bed and breakfast,Private room,1,60,,80,60,,,1
,,f,"Athina, Greece",37.97638,23.72535,Private room in bed and breakfast,Private room,2,120,,80,60,,,1
,,f,"Athina, Greece",37.97678,23.72466,Private room in bed and breakfast,Private room,2,90,,,45,,,0
,,f,"Athina, Greece",37.97643,23.72429,Private room in bed and breakfast,Private room,3,170,,,56.66666667,,,1
,,f,"Athina, Greece",37.97831,23.72558,Private room in bed and breakfast,Private room,4,160,,80,40,,,1
,,f,"Athina, Greece",37.97631,23.72388,Private room in bed and breakfast,Private room,4,180,,80,45,,,2
100,100,t,,37.96402,23.73234,Entire apartment,Entire home/apt,3,70,241,99,23.33333333,,,241
100,0,f,"Athina, Greece",37.99076,23.74471,Entire apartment,Entire home/apt,6,80,,,13.33333333,,,0
100,100,t,,37.96769,23.73286,Entire apartment,Entire home/apt,4,33,532,97,8.25,,,532
100,94,t,,37.96969,23.71134,Entire apartment,Entire home/apt,2,28,68,93,14,,,68
100,90,t,"Athina, Greece",37.9749,23.73239,Entire loft,Entire home/apt,4,85,59,99,21.25,,,59
88,100,f,"Athina, Greece",37.99517,23.71892,Private room in apartment,Private room,2,63,,93,31.5,,,8
,,f,,37.97664,23.74545,Private room in apartment,Private room,4,100,,,25,,,0
100,100,f,"Athina, Greece",37.9902,23.71115,Entire apartment,Entire home/apt,2,24,140,95,12,,,140
0,24,f,"Athina, Greece",37.9773,23.72656,Entire loft,Entire home/apt,4,38,63,96,9.5,,,63
,,f,"Athina, Greece",37.97486,23.73274,Entire apartment,Entire home/apt,2,40,,93,20,,,6
100,100,t,"Athina, Greece",37.97113,23.73001,Entire apartment,Entire home/apt,4,85,191,100,21.25,,,191
100,100,t,"Athens, Greece",37.97113,23.73001,Entire apartment,Entire home/apt,3,68,192,100,22.66666667,,,192
100,80,f,"Athina, Greece",37.96647,23.72591,Entire apartment,Entire home/apt,4,38,142,95,9.5,,,142
100,100,t,"Athina, Greece",37.9657,23.73243,Entire loft,Entire home/apt,2,108,,100,54,,,6
100,100,t,"Athens, Attica, Greece",37.9642,23.72017,Entire apartment,Entire home/apt,6,68,371,98,11.33333333,,,371
,100,f,"Athens, Attica, Greece",37.98955,23.73328,Entire apartment,Entire home/apt,4,71,165,98,17.75,,,165
100,100,f,"Athina, Greece",37.96912,23.7402,Entire apartment,Entire home/apt,6,200,35,97,33.33333333,,,35
100,,f,,37.95285,23.71947,Entire apartment,Entire home/apt,2,43,27,96,21.5,,,27
0,,f,"Athina, Attica, Greece",37.97385,23.74304,Entire house,Entire home/apt,6,80,47,97,13.33333333,,,47
100,98,f,"Athina, Greece",37.99573,23.72796,Entire apartment,Entire home/apt,2,20,41,97,10,,,41
,,t,,37.98739,23.76936,Entire apartment,Entire home/apt,2,34,154,98,17,,,154
100,98,f,"Athina, Koukaki, Centre, Greece",37.96364,23.72181,Private room in apartment,Private room,2,38,259,96,19,,,259
,100,f,"Athina, Greece",37.99541,23.76482,Entire apartment,Entire home/apt,4,17,,95,4.25,,,8
,,f,"Athina, Greece",37.99016,23.76097,Entire apartment,Entire home/apt,3,40,,93,13.33333333,,,3
,,t,"Athina, Greece",37.97739,23.7255,Entire apartment,Entire home/apt,5,86,68,98,17.2,,,68
100,,f,"Athina, Attica, Greece",37.99741,23.75024,Private room in apartment,Private room,2,17,,96,8.5,,,5
,,t,"Athina, Greece",37.96454,23.73096,Entire apartment,Entire home/apt,4,39,112,99,9.75,,,112
100,100,f,"Athina, Greece",37.97881,23.70788,Entire apartment,Entire home/apt,3,85,13,97,28.33333333,,,13
100,,f,"Αθήνα, Attica, Greece",37.99811,23.75136,Private room in apartment,Private room,1,18,,93,18,,,9
,100,t,"Athina, Greece",37.97758,23.73117,Entire apartment,Entire home/apt,5,65,339,99,13,,,339
100,100,f,"Athina, Greece",37.98743,23.75567,Entire apartment,Entire home/apt,4,48,10,96,12,,,10
100,83,t,"Athina, Attica, Greece",37.99118,23.74581,Entire apartment,Entire home/apt,3,30,126,98,10,,,126
,,f,"Athina, Greece",37.97022,23.7307,Entire apartment,Entire home/apt,2,42,396,99,21,,,396
100,100,t,"Athens, Attica, Greece",38.02597,23.73315,Entire apartment,Entire home/apt,5,100,33,100,20,,,33
,,f,"Athens, Attiki, Greece",37.97706,23.72666,Entire apartment,Entire home/apt,4,58,121,99,14.5,,,121
,,f,"Athina, Greece",37.97312,23.7209,Entire apartment,Entire home/apt,6,252,,,42,,,0
,,t,"Athina, Greece",37.97233,23.74642,Entire apartment,Entire home/apt,7,87,90,97,12.42857143,,,90
,,,"Athina, Greece",37.97471,23.74889,Entire apartment,Entire home/apt,4,76,117,99,19,,,117
100,100,f,,37.98046,23.74351,Entire apartment,Entire home/apt,4,350,,,87.5,,,0
,,t,"Athina, Greece",37.97463,23.72065,Entire apartment,Entire home/apt,6,39,115,97,6.5,,,115
,,f,,38.0008,23.73136,Entire apartment,Entire home/apt,1,30,113,89,30,,,113
98,98,f,"Athina, Greece",37.97,23.72984,Entire house,Entire home/apt,6,72,56,90,12,,,56
100,100,t,"Athina, attiki, Greece",37.97557,23.71883,Entire apartment,Entire home/apt,4,46,436,98,11.5,,,436
100,100,f,"Athina, Greece",37.96989,23.74234,Entire apartment,Entire home/apt,4,106,,100,26.5,,,8
98,99,f,"Athina, Greece",37.98221,23.71304,Entire house,Entire home/apt,6,20,184,95,3.333333333,,,184
98,99,f,"Athina, Greece",37.98195,23.71281,Entire house,Entire home/apt,4,20,175,94,5,,,175
100,,t,"Athina, Greece",37.97065,23.74178,Entire apartment,Entire home/apt,2,55,94,98,27.5,,,94
100,100,f,"Athina, Greece",37.99804,23.73958,Entire apartment,Entire home/apt,3,28,233,97,9.333333333,,,233
100,88,t,"Athina, Greece",37.969,23.72415,Entire apartment,Entire home/apt,6,157,48,100,26.16666667,,,48
100,88,f,"Athina, Greece",37.96534,23.75367,Entire apartment,Entire home/apt,4,42,65,96,10.5,,,65
100,100,t,"Αθήνα, Αττικης, Greece",37.97204,23.73066,Entire apartment,Entire home/apt,2,29,377,97,14.5,,,377
100,67,t,,37.97918,23.74586,Entire apartment,Entire home/apt,2,35,,100,17.5,,,9
,67,t,"Athina, Greece",37.97325,23.73238,Entire apartment,Entire home/apt,5,70,176,97,14,,,176
100,100,t,"Athina, Greece",37.98853,23.72839,Entire apartment,Entire home/apt,3,40,32,99,13.33333333,,,32
100,40,t,,37.98157,23.75772,Entire condominium,Entire home/apt,3,55,81,98,18.33333333,,,81
100,67,f,"Athens, Greece",37.97101,23.74827,Entire apartment,Entire home/apt,5,150,89,97,30,,,89
100,100,t,"Athina, Greece",37.96209,23.72654,Entire apartment,Entire home/apt,2,30,212,96,15,,,212
,,f,,38.01455,23.73245,Entire apartment,Entire home/apt,5,76,,,15.2,,,0
,100,f,"Athina, Greece",37.97989,23.7451,Entire loft,Entire home/apt,2,54,58,94,27,,,58
100,100,t,"Athina, Greece",38.00929,23.74019,Entire apartment,Entire home/apt,6,22,148,95,3.666666667,,,148
100,100,t,"Athens, Attica, Greece",37.96727,23.73429,Entire apartment,Entire home/apt,2,32,303,95,16,,,303
90,91,t,"Athina, Greece",38.00594,23.73667,Entire apartment,Entire home/apt,2,25,54,96,12.5,,,54
,0,f,"Athina, Greece",38.01061,23.7262,Entire loft,Entire home/apt,4,30,,90,7.5,,,3
100,75,f,"Athina, Greece",38.00025,23.73749,Entire apartment,Entire home/apt,12,150,12,93,12.5,,,12
67,100,f,"Athina, Central Athens, Greece",37.97138,23.7419,Entire apartment,Entire home/apt,4,43,68,98,10.75,,,68
,100,t,"Athina, Greece",37.97267,23.74857,Entire apartment,Entire home/apt,4,53,24,98,13.25,,,24
100,97,t,"Athina, Attica, Greece",37.96941,23.72981,Entire apartment,Entire home/apt,4,38,333,98,9.5,,,333
,,,,37.97284,23.72907,Entire condominium,Entire home/apt,6,25,357,89,4.166666667,,,357
100,100,t,"Athens , Greece, Greece",37.99701,23.73925,Entire apartment,Entire home/apt,2,24,392,95,12,,,392
,,f,"Athina, Greece",37.98124,23.71866,Entire apartment,Entire home/apt,4,31,269,96,7.75,,,269
0,50,f,"Athina, Greece",37.98535,23.72692,Entire apartment,Entire home/apt,4,26,165,91,6.5,,,165
,,f,"Athina, Greece",37.97973,23.71685,Entire apartment,Entire home/apt,4,35,105,98,8.75,,,105
100,100,f,"Athina, Greece",37.99234,23.72943,Entire apartment,Entire home/apt,9,74,75,88,8.222222222,,,75
100,100,t,"Athina, Greece",37.9528,23.7208,Entire apartment,Entire home/apt,4,120,365,99,30,,,365
90,100,f,"Αθήνα, Attikis, Greece",37.99425,23.72258,Entire apartment,Entire home/apt,3,24,61,93,8,,,61
100,100,t,"Athens, Thission, Greece",37.97673,23.71882,Entire house,Entire home/apt,8,120,115,97,15,,,115
,0,f,"Athina, Greece",37.98841,23.73396,Entire apartment,Entire home/apt,4,35,18,92,8.75,,,18
100,98,f,"Athina, Greece",37.96364,23.72181,Private room in apartment,Private room,2,37,290,97,18.5,,,290
100,100,t,"Athina, Greece",37.97796,23.73738,Entire apartment,Entire home/apt,4,39,124,95,9.75,,,124
80,0,t,"Athens, Koukaki, Greece",37.96279,23.72262,Entire apartment,Entire home/apt,6,40,239,98,6.666666667,,,239
50,,f,"Athina, Greece",37.96343,23.72172,Entire apartment,Entire home/apt,6,72,,93,12,,,3
